idAnime,name,type,episodes,status,idStudios,studios,idGenres,genres,score,idRanking,ranked
111,Sousou no Frieren,TV,28,Finished Airing,abc111,Madhouse,A1,"['Adventure', 'Drama', 'Fantasy']",9.36,1010,#1
222,Steins;Gate,TV,24,Finished Airing,abc112,White Fox,A2,"['Drama', 'Sci-Fi', 'Suspense']",9.07,1111,#3
333,Fullmetal Alchemist: Brotherhood,TV,64,Finished Airing,abc113,Bones,A3,"['Action', 'Adventure', 'Drama', 'Fantasy']",9.09,1212,#2
444,Gintama°,TV,51,Finished Airing,abc114,Bandai Namco Pictures,A4,"['Action', 'Comedy', 'Sci-Fi']",9.06,1313,#4
555,Shingeki no Kyojin Season 3 Part 2,TV,10,Finished Airing,abc115,Wit Studio,A5,"['Action', 'Drama', 'Suspense']",9.05,1414,#5
666,Gintama: The Final,Movie,1,Finished Airing,abc116,Bandai Namco Pictures,A6,"['Action', 'Comedy', 'Drama', 'Sci-Fi']",9.04,1515,#6
777,Gintama',TV,51,Finished Airing,abc117,Sunrise,A7,"['Action', 'Comedy', 'Sci-Fi']",9.03,1616,#7
888,Hunter x Hunter (2011),TV,148,Finished Airing,abc118,Madhouse,A8,"['Action', 'Adventure', 'Fantasy']",9.03,1717,#8
999,Ginga Eiyuu Densetsu,OVA,110,Finished Airing,abc119,K-Factory,A9,"['Drama', 'Sci-Fi']",9.02,1818,#9
1110,Gintama': Enchousen,TV,13,Finished Airing,abc120,Sunrise,A10,"['Action', 'Comedy', 'Sci-Fi']",9.02,1919,#10
1221,Kaguya-sama wa Kokurasetai: Ultra Romantic,TV,13,Finished Airing,abc121,A-1 Pictures,A11,"['Comedy', 'Romance']",9.01,2020,#12
1332,Bleach: Sennen Kessen-hen,TV,13,Finished Airing,abc122,Pierrot,A12,"['Action', 'Adventure', 'Fantasy']",9.01,2121,#11
1443,Fruits Basket: The Final,TV,13,Finished Airing,abc123,TMS Entertainment,A13,"['Drama', 'Romance', 'Supernatural']",8.98,2222,#13
1554,Gintama,TV,201,Finished Airing,abc124,Sunrise,A14,"['Action', 'Comedy', 'Sci-Fi']",8.94,2323,#15
1665,Clannad: After Story,TV,24,Finished Airing,abc125,Kyoto Animation,A15,"['Drama', 'Romance', 'Supernatural']",8.93,2424,#16
1776,3-gatsu no Lion 2nd Season,TV,22,Finished Airing,abc126,Shaft,A16,[],8.92,2525,#18
1887,Gintama.,TV,12,Finished Airing,abc127,Bandai Namco Pictures,A17,"['Action', 'Comedy', 'Sci-Fi']",8.98,2626,#14
1998,Code Geass: Hangyaku no Lelouch R2,TV,25,Finished Airing,abc128,Sunrise,A18,"['Action', 'Award Winning', 'Drama', 'Sci-Fi']",8.91,2727,#19
2109,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,Movie,1,Finished Airing,abc129,Sunrise,A19,"['Action', 'Comedy', 'Sci-Fi']",8.9,2828,#21
2220,Kusuriya no Hitorigoto,TV,24,Finished Airing,abc130,OLM,A20,"['Drama', 'Mystery']",8.91,2929,#20
2331,Koe no Katachi,Movie,1,Finished Airing,abc131,Kyoto Animation,A21,"['Award Winning', 'Drama']",8.93,3030,#17
2442,Shingeki no Kyojin: The Final Season - Kanketsu-hen,TV Special,2,Finished Airing,abc132,MAPPA,A22,"['Action', 'Drama', 'Suspense']",8.89,3131,#22
2553,Monster,TV,74,Finished Airing,abc133,Madhouse,A23,"['Drama', 'Mystery', 'Suspense']",8.88,3232,#23
2664,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,TV,14,Finished Airing,abc134,Bandai Namco Pictures,A24,"['Action', 'Comedy', 'Sci-Fi']",8.88,3333,#24
2775,Owarimonogatari 2nd Season,TV Special,7,Finished Airing,abc135,Shaft,A25,"['Comedy', 'Mystery', 'Supernatural']",8.87,3434,#26
2886,Violet Evergarden Movie,Movie,1,Finished Airing,abc136,Kyoto Animation,A26,"['Award Winning', 'Drama', 'Fantasy']",8.87,3535,#25
2997,Boku no Kokoro no Yabai Yatsu 2nd Season,TV,13,Finished Airing,abc137,Shin-Ei Animation,A27,"['Comedy', 'Romance']",8.85,3636,#27
3108,Kimi no Na wa.,Movie,1,Finished Airing,abc138,CoMix Wave Films,A28,"['Award Winning', 'Drama', 'Supernatural']",8.84,3737,#28
3219,Kingdom 3rd Season,TV,26,Finished Airing,abc139,Pierrot,A29,[],8.82,3838,#30
3330,Jujutsu Kaisen 2nd Season,TV,23,Finished Airing,abc140,MAPPA,A30,"['Action', 'Fantasy']",8.83,3939,#29
3441,Gintama.: Shirogane no Tamashii-hen,TV,12,Finished Airing,abc141,Bandai Namco Pictures,A31,"['Action', 'Comedy', 'Sci-Fi']",8.81,4040,#31
3552,Vinland Saga Season 2,TV,24,Finished Airing,abc142,MAPPA,A32,"['Action', 'Adventure', 'Drama']",8.81,4141,#32
3663,Shingeki no Kyojin: The Final Season,TV,16,Finished Airing,abc143,MAPPA,A33,"['Action', 'Drama', 'Suspense']",8.79,4242,#33
3774,Mob Psycho 100 II,TV,13,Finished Airing,abc144,Bones,A34,"['Action', 'Comedy', 'Supernatural']",8.79,4343,#34
3885,Kizumonogatari III: Reiketsu-hen,Movie,1,Finished Airing,abc145,Shaft,A35,"['Action', 'Mystery', 'Supernatural']",8.78,4444,#35
3996,Bocchi the Rock!,TV,12,Finished Airing,abc146,CloverWorks,A36,[],8.78,4545,#36
4107,Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,TV,10,Finished Airing,abc147,Production I.G,A37,[],8.78,4646,#37
4218,Hajime no Ippo,TV,75,Finished Airing,abc148,Madhouse,A38,[],8.77,4747,#38
4329,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,Movie,1,Finished Airing,abc149,A-1 Pictures,A39,"['Comedy', 'Drama', 'Romance']",8.77,4848,#39
4440,Sen to Chihiro no Kamikakushi,Movie,1,Finished Airing,abc150,Studio Ghibli,A40,"['Adventure', 'Award Winning', 'Supernatural']",8.77,4949,#40
4551,Monogatari Series: Second Season,TV,26,Finished Airing,abc151,Shaft,A41,"['Comedy', 'Mystery', 'Romance', 'Supernatural']",8.76,5050,#41
4662,Shingeki no Kyojin: The Final Season Part 2,TV,12,Finished Airing,abc152,MAPPA,A42,"['Action', 'Drama', 'Suspense']",8.76,5151,#42
4773,Shiguang Dailiren,ONA,11,Finished Airing,abc153,LAN Studio,A43,"['Drama', 'Mystery', 'Supernatural', 'Suspense']",8.74,5252,#49
4884,Mushishi Zoku Shou 2nd Season,TV,10,Finished Airing,abc154,Artland,A44,"['Adventure', 'Mystery', 'Slice of Life', 'Supernatural']",8.73,5353,#50
4995,Kingdom 5th Season,TV,13,Finished Airing,abc155,Pierrot,A45,[],8.74,5454,#48
5106,Kimetsu no Yaiba: Yuukaku-hen,TV,11,Finished Airing,abc156,ufotable,A46,"['Action', 'Fantasy']",8.75,5555,#45
5217,Vinland Saga,TV,24,Finished Airing,abc157,Wit Studio,A47,"['Action', 'Adventure', 'Drama']",8.75,5656,#46
5328,Kingdom 4th Season,TV,26,Finished Airing,abc158,Pierrot,A48,[],8.74,5757,#47
5439,The First Slam Dunk,Movie,1,Finished Airing,abc159,Toei Animation,A49,"['Award Winning', 'Sports']",8.76,5858,#43
5550,Cowboy Bebop,TV,26,Finished Airing,abc160,Sunrise,A50,"['Action', 'Award Winning', 'Sci-Fi']",8.75,5959,#44
5661,One Piece,TV,Unknown,Currently Airing,abc161,Toei Animation,A51,"['Action', 'Adventure', 'Fantasy']",8.72,6060,#51
5772,Ashita no Joe 2,TV,47,Finished Airing,abc162,Tokyo Movie Shinsha,A52,"['Drama', 'Sports']",8.72,6161,#52
5883,Haikyuu!! Movie: Gomisuteba no Kessen,Movie,1,Finished Airing,abc163,Production I.G,A53,[],8.72,6262,#53
5994,Mob Psycho 100 III,TV,12,Finished Airing,abc164,Bones,A54,"['Action', 'Comedy', 'Supernatural']",8.71,6363,#54
6105,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,TV,12,Finished Airing,abc165,Studio Deen,A55,[],8.71,6464,#55
6216,86 Part 2,TV,12,Finished Airing,abc166,A-1 Pictures,A56,"['Action', 'Drama', 'Sci-Fi']",8.7,6565,#56
6327,Code Geass: Hangyaku no Lelouch,TV,25,Finished Airing,abc167,Sunrise,A57,"['Action', 'Award Winning', 'Drama', 'Sci-Fi']",8.7,6666,#57
6438,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,OVA,4,Finished Airing,abc168,Studio Deen,A58,"['Action', 'Drama', 'Romance']",8.7,6767,#58
6549,Mo Dao Zu Shi: Wanjie Pian,ONA,12,Finished Airing,abc169,B.CMAY PICTURES,A59,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery']",8.69,6868,#59
6660,Mushishi Zoku Shou,TV,10,Finished Airing,abc170,Artland,A60,"['Adventure', 'Mystery', 'Slice of Life', 'Supernatural']",8.69,6969,#60
6771,Bleach: Sennen Kessen-hen - Ketsubetsu-tan,TV,13,Finished Airing,abc171,Pierrot,A61,"['Action', 'Adventure', 'Fantasy']",8.69,7070,#61
6882,Great Teacher Onizuka,TV,43,Finished Airing,abc172,Pierrot,A62,[],8.69,7171,#62
6993,Tian Guan Cifu Er,ONA,12,Finished Airing,abc173,Red Dog Culture House,A63,"['Action', 'Adventure', 'Drama', 'Fantasy']",8.68,7272,#63
7104,Violet Evergarden,TV,13,Finished Airing,abc174,Kyoto Animation,A64,"['Drama', 'Fantasy']",8.68,7373,#64
7215,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,TV,12,Finished Airing,abc175,Studio Bind,A65,"['Adventure', 'Drama', 'Fantasy', 'Ecchi']",8.67,7474,#66
7326,Hajime no Ippo: New Challenger,TV,26,Finished Airing,abc176,Madhouse,A66,[],8.67,7575,#65
7437,Mushishi,TV,26,Finished Airing,abc177,Artland,A67,"['Adventure', 'Mystery', 'Slice of Life', 'Supernatural']",8.66,7676,#68
7548,Mononoke Hime,Movie,1,Finished Airing,abc178,Studio Ghibli,A68,"['Action', 'Adventure', 'Award Winning', 'Fantasy']",8.66,7777,#67
7659,Fate/stay night Movie: Heaven's Feel - III. Spring Song,Movie,1,Finished Airing,abc179,ufotable,A69,"['Action', 'Fantasy', 'Supernatural']",8.66,7878,#70
7770,Odd Taxi,TV,13,Finished Airing,abc180,OLM,A70,"['Award Winning', 'Drama', 'Mystery', 'Suspense']",8.66,7979,#69
7881,Howl no Ugoku Shiro,Movie,1,Finished Airing,abc181,Studio Ghibli,A71,"['Adventure', 'Award Winning', 'Drama', 'Fantasy', 'Romance']",8.66,8080,#71
7992,"""Oshi no Ko""",TV,11,Finished Airing,abc182,Doga Kobo,A72,"['Award Winning', 'Drama', 'Supernatural']",8.65,8181,#72
8103,Made in Abyss,TV,13,Finished Airing,abc183,Kinema Citrus,A73,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",8.65,8282,#74
8214,Bungou Stray Dogs 5th Season,TV,11,Finished Airing,abc184,Bones,A74,"['Action', 'Mystery', 'Supernatural']",8.65,8383,#73
8325,Natsume Yuujinchou Shi,TV,13,Finished Airing,abc185,Brain's Base,A75,"['Slice of Life', 'Supernatural']",8.64,8484,#75
8436,Shigatsu wa Kimi no Uso,TV,22,Finished Airing,abc186,A-1 Pictures,A76,"['Drama', 'Romance']",8.64,8585,#76
8547,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,TV,12,Finished Airing,abc187,A-1 Pictures,A77,[],8.63,8686,#77
8658,Made in Abyss: Retsujitsu no Ougonkyou,TV,12,Finished Airing,abc188,Kinema Citrus,A78,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",8.63,8787,#78
8769,Tengen Toppa Gurren Lagann,TV,27,Finished Airing,abc189,Gainax,A79,"['Action', 'Adventure', 'Award Winning', 'Sci-Fi']",8.63,8888,#80
8880,Shiguang Dailiren II,ONA,12,Finished Airing,abc190,LAN Studio,A80,"['Drama', 'Mystery', 'Supernatural', 'Suspense']",8.63,8989,#79
8991,Shingeki no Kyojin Season 3,TV,12,Finished Airing,abc191,Wit Studio,A81,"['Action', 'Drama', 'Suspense']",8.62,9090,#81
9102,Natsume Yuujinchou Roku,TV,11,Finished Airing,abc192,Shuka,A82,"['Slice of Life', 'Supernatural']",8.62,9191,#82
9213,Ping Pong the Animation,TV,11,Finished Airing,abc193,Tatsunoko Production,A83,"['Award Winning', 'Drama', 'Sports']",8.62,9292,#83
9324,Death Note,TV,37,Finished Airing,abc194,Madhouse,A84,"['Supernatural', 'Suspense']",8.62,9393,#84
9435,Haikyuu!! Second Season,TV,25,Finished Airing,abc195,Production I.G,A85,[],8.62,9494,#85
9546,Made in Abyss Movie 3: Fukaki Tamashii no Reimei,Movie,1,Finished Airing,abc196,Kinema Citrus,A86,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",8.61,9595,#86
9657,Jujutsu Kaisen,TV,24,Finished Airing,abc197,MAPPA,A87,"['Action', 'Award Winning', 'Fantasy']",8.6,9696,#87
9768,Kenpuu Denki Berserk,TV,25,Finished Airing,abc198,OLM,A88,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror']",8.59,9797,#92
9879,Hajime no Ippo: Rising,TV,25,Finished Airing,abc199,Madhouse,A89,[],8.6,9898,#90
9990,Kimetsu no Yaiba Movie: Mugen Ressha-hen,Movie,1,Finished Airing,abc200,ufotable,A90,"['Action', 'Fantasy']",8.58,9999,#97
10101,Natsume Yuujinchou San,TV,13,Finished Airing,abc201,Brain's Base,A91,"['Slice of Life', 'Supernatural']",8.57,10100,#99
10212,Ookami Kodomo no Ame to Yuki,Movie,1,Finished Airing,abc202,Studio Chizu,A92,"['Award Winning', 'Fantasy', 'Slice of Life']",8.57,10201,#100
10323,Kizumonogatari II: Nekketsu-hen,Movie,1,Finished Airing,abc203,Shaft,A93,"['Action', 'Mystery', 'Supernatural']",8.57,10302,#98
10434,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,Movie,1,Finished Airing,abc204,Gainax,A94,"['Action', 'Sci-Fi']",8.58,10403,#96
10545,Shin Evangelion Movie:||,Movie,1,Finished Airing,abc205,Khara,A95,"['Action', 'Award Winning', 'Drama', 'Sci-Fi', 'Suspense']",8.59,10504,#95
10656,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,Movie,1,Finished Airing,abc206,CloverWorks,A96,"['Drama', 'Romance', 'Supernatural']",8.59,10605,#94
10767,Mushishi Zoku Shou: Suzu no Shizuku,Movie,1,Finished Airing,abc207,Artland,A97,"['Adventure', 'Mystery', 'Slice of Life', 'Supernatural']",8.59,10706,#93
10878,Hibike! Euphonium 3,TV,13,Currently Airing,abc208,Kyoto Animation,A98,[],8.6,10807,#91
10989,Cyberpunk: Edgerunners,ONA,10,Finished Airing,abc209,Trigger,A99,"['Action', 'Sci-Fi']",8.6,10908,#89
11100,Suzumiya Haruhi no Shoushitsu,Movie,1,Finished Airing,abc210,Kyoto Animation,A100,"['Award Winning', 'Mystery', 'Sci-Fi', 'Supernatural']",8.6,11009,#88
11211,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,TV,39,Finished Airing,abc211,David Production,A101,"['Action', 'Adventure', 'Supernatural']",8.57,11110,#101
11322,Doupo Cangqiong: San Nian Zhi Yue,ONA,13,Finished Airing,abc212,Motion Magic,A102,"['Action', 'Fantasy']",8.56,11211,#102
11433,Natsume Yuujinchou Go,TV,11,Finished Airing,abc213,Shuka,A103,"['Slice of Life', 'Supernatural']",8.56,11312,#103
11544,Shouwa Genroku Rakugo Shinjuu,TV,13,Finished Airing,abc214,Studio Deen,A104,[],8.56,11413,#104
11655,Shingeki no Kyojin,TV,25,Finished Airing,abc215,Wit Studio,A105,"['Action', 'Award Winning', 'Drama', 'Suspense']",8.55,11514,#105
11766,"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",Movie,1,Finished Airing,abc216,Gainax,A106,"['Action', 'Avant Garde', 'Drama', 'Sci-Fi', 'Suspense']",8.55,11615,#106
11877,JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 3,ONA,14,Finished Airing,abc217,David Production,A107,"['Action', 'Adventure', 'Supernatural']",8.55,11716,#110
11988,Haikyuu!! To the Top Part 2,TV,12,Finished Airing,abc218,Production I.G,A108,[],8.55,11817,#109
12099,Kimi no Suizou wo Tabetai,Movie,1,Finished Airing,abc219,Studio VOLN,A109,"['Drama', 'Romance']",8.55,11918,#111
12210,Nana,TV,47,Finished Airing,abc220,Madhouse,A110,"['Drama', 'Romance']",8.55,12019,#112
12321,Perfect Blue,Movie,1,Finished Airing,abc221,Madhouse,A111,"['Avant Garde', 'Drama', 'Horror', 'Suspense']",8.55,12120,#113
12432,Slam Dunk,TV,101,Finished Airing,abc222,Toei Animation,A112,[],8.54,12221,#114
12543,Zoku Natsume Yuujinchou,TV,13,Finished Airing,abc223,Brain's Base,A113,"['Slice of Life', 'Supernatural']",8.54,12322,#115
12654,Fruits Basket 2nd Season,TV,25,Finished Airing,abc224,TMS Entertainment,A114,"['Drama', 'Romance', 'Supernatural']",8.54,12423,#116
12765,Bakuman. 3rd Season,TV,25,Finished Airing,abc225,J.C.Staff,A115,"['Comedy', 'Drama', 'Romance']",8.53,12524,#117
12876,Mushishi: Hihamukage,TV Special,1,Finished Airing,abc226,Artland,A116,"['Adventure', 'Mystery', 'Slice of Life', 'Supernatural']",8.53,12625,#118
12987,Steins;Gate 0,TV,23,Finished Airing,abc227,White Fox,A117,"['Drama', 'Sci-Fi', 'Suspense']",8.53,12726,#119
13098,Shoujo☆Kageki Revue Starlight Movie,Movie,1,Finished Airing,abc228,Kinema Citrus,A118,[],8.52,12827,#120
13209,Sora yori mo Tooi Basho,TV,13,Finished Airing,abc229,Madhouse,A119,"['Adventure', 'Comedy', 'Drama']",8.52,12928,#121
13320,Spy x Family,TV,12,Finished Airing,abc230,Wit Studio,A120,"['Action', 'Award Winning', 'Comedy']",8.52,13029,#122
13431,Gintama Movie 1: Shinyaku Benizakura-hen,Movie,1,Finished Airing,abc231,Sunrise,A121,"['Action', 'Comedy', 'Sci-Fi']",8.52,13130,#124
13542,Yuru Camp△ Season 2,TV,13,Finished Airing,abc232,C-Station,A122,[],8.52,13231,#123
13653,Hotaru no Haka,Movie,1,Finished Airing,abc233,Studio Ghibli,A123,[],8.52,13332,#126
13764,Gintama.: Porori-hen,TV,13,Finished Airing,abc234,Bandai Namco Pictures,A124,"['Action', 'Comedy', 'Sci-Fi']",8.52,13433,#125
13875,Kara no Kyoukai Movie 5: Mujun Rasen,Movie,1,Finished Airing,abc235,ufotable,A125,"['Action', 'Drama', 'Mystery', 'Romance', 'Supernatural', 'Suspense']",8.52,13534,#127
13986,Ousama Ranking,TV,23,Finished Airing,abc236,Wit Studio,A126,"['Adventure', 'Fantasy']",8.51,13635,#129
14097,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,TV,26,Finished Airing,abc237,Production I.G,A127,"['Action', 'Mystery', 'Sci-Fi']",8.52,13736,#128
14208,Samurai Champloo,TV,26,Finished Airing,abc238,Manglobe,A128,"['Action', 'Adventure', 'Comedy']",8.51,13837,#130
14319,Chainsaw Man,TV,12,Finished Airing,abc239,MAPPA,A129,"['Action', 'Fantasy']",8.5,13938,#133
14430,Shingeki no Kyojin Season 2,TV,12,Finished Airing,abc240,Wit Studio,A130,"['Action', 'Drama', 'Suspense']",8.51,14039,#131
14541,Mob Psycho 100,TV,12,Finished Airing,abc241,Bones,A131,"['Action', 'Comedy', 'Supernatural']",8.49,14140,#135
14652,Uchuu Kyoudai,TV,99,Finished Airing,abc242,A-1 Pictures,A132,[],8.49,14241,#138
14763,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,Movie,1,Finished Airing,abc243,Shaft,A133,"['Award Winning', 'Drama', 'Fantasy', 'Suspense']",8.48,14342,#145
14874,Yuu☆Yuu☆Hakusho,TV,112,Finished Airing,abc244,Pierrot,A134,"['Action', 'Fantasy']",8.46,14443,#150
14985,Gintama: The Semi-Final,Special,2,Finished Airing,abc245,Bandai Namco Pictures,A135,"['Action', 'Comedy']",8.46,14544,#149
15096,Chihayafuru 3,TV,24,Finished Airing,abc246,Madhouse,A136,"['Drama', 'Sports']",8.46,14645,#148
15207,Banana Fish,TV,24,Finished Airing,abc247,MAPPA,A137,"['Action', 'Adventure', 'Drama', 'Suspense']",8.47,14746,#147
15318,Rainbow: Nisha Rokubou no Shichinin,TV,26,Finished Airing,abc248,Madhouse,A138,"['Drama', 'Suspense']",8.47,14847,#146
15429,Kono Subarashii Sekai ni Shukufuku wo! 3,TV,11,Currently Airing,abc249,Drive,A139,"['Adventure', 'Comedy', 'Fantasy']",8.48,14948,#144
15540,Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,Movie,1,Finished Airing,abc250,ufotable,A140,"['Action', 'Fantasy', 'Supernatural']",8.48,15049,#143
15651,Aria the Origination,TV,13,Finished Airing,abc251,HAL Film Maker,A141,"['Fantasy', 'Sci-Fi', 'Slice of Life']",8.48,15150,#142
15762,Summertime Render,TV,25,Finished Airing,abc252,OLM,A142,"['Mystery', 'Supernatural', 'Suspense']",8.48,15251,#140
15873,Yakusoku no Neverland,TV,12,Finished Airing,abc253,CloverWorks,A143,"['Fantasy', 'Mystery', 'Sci-Fi', 'Suspense']",8.49,15352,#139
15984,Pluto,ONA,8,Finished Airing,abc254,Studio M2,A144,"['Action', 'Mystery', 'Sci-Fi', 'Suspense']",8.49,15453,#137
16095,Ansatsu Kyoushitsu 2nd Season,TV,25,Finished Airing,abc255,Lerche,A145,"['Action', 'Comedy']",8.48,15554,#141
16206,One Punch Man,TV,12,Finished Airing,abc256,Madhouse,A146,"['Action', 'Comedy']",8.49,15655,#136
16317,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,TV,39,Finished Airing,abc257,David Production,A147,"['Action', 'Adventure', 'Supernatural']",8.5,15756,#134
16428,Tian Guan Cifu Special,ONA,1,Finished Airing,abc258,Haoliners Animation League,A148,"['Action', 'Adventure', 'Drama', 'Fantasy']",8.5,15857,#132
16539,Yojouhan Shinwa Taikei,TV,11,Finished Airing,abc259,Madhouse,A149,"['Award Winning', 'Comedy', 'Mystery', 'Romance', 'Suspense']",8.55,15958,#107
16650,Karakai Jouzu no Takagi-san Movie,Movie,1,Finished Airing,abc260,Shin-Ei Animation,A150,[],8.46,16059,#151
16761,Fate/Zero 2nd Season,TV,12,Finished Airing,abc261,ufotable,A151,"['Action', 'Fantasy', 'Supernatural']",8.55,16160,#108
16872,Kimetsu no Yaiba,TV,26,Finished Airing,abc262,ufotable,A152,"['Action', 'Award Winning', 'Fantasy']",8.46,16261,#152
16983,Mo Dao Zu Shi,ONA,15,Finished Airing,abc263,B.CMAY PICTURES,A153,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery']",8.46,16362,#153
17094,Mo Dao Zu Shi: Xian Yun Pian,ONA,8,Finished Airing,abc264,B.CMAY PICTURES,A154,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery']",8.46,16463,#154
17205,Nichijou,TV,26,Finished Airing,abc265,Kyoto Animation,A155,[],8.46,16564,#155
17316,Owarimonogatari,TV,12,Finished Airing,abc266,Shaft,A156,"['Comedy', 'Mystery', 'Supernatural']",8.45,16665,#156
17427,Bungou Stray Dogs 4th Season,TV,13,Finished Airing,abc267,Bones,A157,"['Action', 'Mystery', 'Supernatural']",8.45,16766,#157
17538,Zoku Owarimonogatari,TV,6,Finished Airing,abc268,Shaft,A158,"['Comedy', 'Mystery', 'Supernatural']",8.44,16867,#159
17649,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Movie,1,Finished Airing,abc269,White Fox,A159,"['Drama', 'Sci-Fi']",8.45,16968,#158
17760,Jujutsu Kaisen 0 Movie,Movie,1,Finished Airing,abc270,MAPPA,A160,"['Action', 'Fantasy']",8.44,17069,#160
17871,Golden Kamuy 3rd Season,TV,12,Finished Airing,abc271,Geno Studio,A161,"['Action', 'Adventure']",8.44,17170,#161
17982,Haikyuu!!,TV,25,Finished Airing,abc272,Production I.G,A162,[],8.44,17271,#162
18093,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,TV,24,Finished Airing,abc273,David Production,A163,"['Action', 'Adventure', 'Supernatural']",8.44,17372,#163
18204,Gintama: Yorinuki Gintama-san on Theater 2D,Movie,2,Finished Airing,abc274,Sunrise,A164,"['Action', 'Comedy', 'Sci-Fi']",8.43,17473,#164
18315,Grand Blue,TV,12,Finished Airing,abc275,Zero-G,A165,[],8.43,17574,#165
18426,Wu Liuqi: Xuanwu Guo Pian,ONA,10,Finished Airing,abc276,Sharefun Studio,A166,"['Action', 'Adventure', 'Comedy', 'Drama', 'Mystery']",8.43,17675,#166
18537,Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,Movie,1,Finished Airing,abc277,J.C.Staff,A167,"['Adventure', 'Comedy', 'Fantasy']",8.43,17776,#167
18648,Mushishi Zoku Shou: Odoro no Michi,TV Special,1,Finished Airing,abc278,Artland,A168,"['Adventure', 'Mystery', 'Slice of Life', 'Supernatural']",8.43,17877,#168
18759,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,TV,12,Finished Airing,abc279,White Fox,A169,"['Drama', 'Fantasy', 'Suspense']",8.43,17978,#169
18870,Kono Oto Tomare! Part 2,TV,13,Finished Airing,abc280,Platinum Vision,A170,[],8.42,18079,#170
18981,Hunter x Hunter,TV,62,Finished Airing,abc281,Nippon Animation,B1,"['Action', 'Adventure', 'Fantasy']",8.42,18180,#175
19092,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,Movie,1,Finished Airing,abc282,Kyoto Animation,B2,"['Drama', 'Fantasy']",8.41,18281,#178
19203,Saiki Kusuo no Ψ-nan 2,TV,24,Finished Airing,abc283,J.C.Staff,B3,"['Comedy', 'Supernatural']",8.41,18382,#182
19314,Josee to Tora to Sakana-tachi,Movie,1,Finished Airing,abc284,Bones,B4,"['Drama', 'Romance']",8.39,18483,#192
19425,3-gatsu no Lion,TV,22,Finished Airing,abc285,Shaft,B5,[],8.38,18584,#196
19536,Tensei shitara Slime Datta Ken 2nd Season,TV,12,Finished Airing,abc286,8bit,B6,"['Action', 'Adventure', 'Comedy', 'Fantasy']",8.38,18685,#199
19647,Made in Abyss Movie 2: Hourou Suru Tasogare,Movie,1,Finished Airing,abc287,Kinema Citrus,B7,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",8.37,18786,#200
19758,Cowboy Bebop: Tengoku no Tobira,Movie,1,Finished Airing,abc288,Bones,B8,"['Action', 'Sci-Fi']",8.38,18887,#198
19869,Chihayafuru 2,TV,25,Finished Airing,abc289,Madhouse,B9,"['Drama', 'Sports']",8.38,18988,#197
19980,Kaze ga Tsuyoku Fuiteiru,TV,23,Finished Airing,abc290,Production I.G,B10,"['Drama', 'Sports']",8.38,19089,#195
20091,Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),Movie,1,Finished Airing,abc291,ufotable,B11,"['Action', 'Mystery', 'Romance', 'Supernatural', 'Suspense']",8.38,19190,#194
20202,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,Movie,1,Finished Airing,abc292,P.A. Works,B12,"['Drama', 'Fantasy']",8.39,19291,#193
20313,Houseki no Kuni,TV,12,Finished Airing,abc293,Orange,B13,"['Action', 'Drama', 'Fantasy', 'Mystery']",8.39,19392,#191
20424,Gintama°: Aizome Kaori-hen,OVA,2,Finished Airing,abc294,Bandai Namco Pictures,B14,[],8.39,19493,#190
