idAnime,name,type,episodes,status,idStudios,studios,idGenres,genres,score,idRanking,ranked
49173,Buddy Daddies,TV,12,Finished Airing,abc553,P.A. Works,B273,"['Action', 'Comedy']",8.13,45652,#464
49284,Eizouken ni wa Te wo Dasu na!,TV,12,Finished Airing,abc554,Science SARU,B274,"['Adventure', 'Award Winning', 'Comedy']",8.13,45753,#458
49395,Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,Special,1,Finished Airing,abc555,Sunrise,B275,"['Action', 'Comedy', 'Sci-Fi']",8.13,45854,#469
49506,JoJo no Kimyou na Bouken Part 6: Stone Ocean,ONA,12,Finished Airing,abc556,David Production,B276,"['Action', 'Adventure', 'Supernatural']",8.12,45955,#474
49617,Kidou Senshi Gundam 00,TV,25,Finished Airing,abc557,Sunrise,B277,"['Action', 'Drama', 'Sci-Fi']",8.11,46056,#479
49728,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,TV Special,1,Finished Airing,abc558,Toei Animation,B278,"['Action', 'Adventure', 'Fantasy']",8.11,46157,#484
49839,Diamond no Ace,TV,75,Finished Airing,abc559,Production I.G,B279,[],8.11,46258,#486
49950,Fullmetal Alchemist,TV,51,Finished Airing,abc560,Bones,B280,"['Action', 'Adventure', 'Award Winning', 'Drama', 'Fantasy']",8.11,46359,#487
50061,Tamayura: Sotsugyou Shashin Part 4 - Ashita,Movie,1,Finished Airing,abc561,TYO Animations,B281,[],8.1,46460,#508
50172,Mahoutsukai no Yome: Hoshi Matsu Hito,OVA,3,Finished Airing,abc562,Wit Studio,B282,"['Drama', 'Fantasy']",8.1,46561,#504
50283,Shen Yin Wangzuo,ONA,26,Finished Airing,abc563,Shenman Entertainment,B283,"['Action', 'Adventure', 'Fantasy']",8.1,46662,#506
50394,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,OVA,13,Finished Airing,abc564,TMS Entertainment,B284,"['Action', 'Adventure', 'Supernatural']",8.1,46763,#505
50505,Kuroshitsuji: Kishuku Gakkou-hen,TV,11,Currently Airing,abc565,CloverWorks,B285,"['Action', 'Fantasy', 'Mystery']",8.1,46864,#497
50616,Kuroko no Basket: Saikou no Present desu,Special,1,Finished Airing,abc566,Production I.G,B286,[],8.1,46965,#502
50727,Koukaku Kidoutai: Stand Alone Complex - Solid State Society,TV Special,1,Finished Airing,abc567,Production I.G,B287,"['Action', 'Award Winning', 'Mystery', 'Sci-Fi']",8.1,47066,#501
50838,Kono Subarashii Sekai ni Shukufuku wo!,TV,10,Finished Airing,abc568,Studio Deen,B288,"['Adventure', 'Comedy', 'Fantasy']",8.1,47167,#494
50949,Toki wo Kakeru Shoujo,Movie,1,Finished Airing,abc569,Madhouse,B289,"['Award Winning', 'Drama', 'Romance', 'Sci-Fi']",8.1,47268,#509
51060,Stand By Me Doraemon,Movie,1,Finished Airing,abc570,Shirogumi,B290,"['Comedy', 'Sci-Fi']",8.1,47369,#507
51171,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,TV,13,Finished Airing,abc571,Lerche,B291,"['Drama', 'Suspense']",8.11,47470,#490
51282,Gridman Universe,Movie,1,Finished Airing,abc572,Trigger,B292,"['Action', 'Sci-Fi']",8.11,47571,#489
51393,Golden Kamuy 4th Season,TV,13,Finished Airing,abc573,Brain's Base,B293,"['Action', 'Adventure']",8.11,47672,#488
51504,Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,ONA,6,Finished Airing,abc574,J.C.Staff,B294,"['Comedy', 'Supernatural']",8.11,47773,#485
51615,Meitantei Conan Movie 14: Tenkuu no Lost Ship,Movie,1,Finished Airing,abc575,Tokyo Movie Shinsha,B295,"['Action', 'Mystery']",8.11,47874,#483
51726,Meitantei Conan Movie 05: Tengoku e no Countdown,Movie,1,Finished Airing,abc576,TMS Entertainment,B296,"['Adventure', 'Comedy', 'Mystery']",8.11,47975,#482
51837,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,Movie,1,Finished Airing,abc577,Seven Arcs,B297,"['Action', 'Comedy', 'Drama', 'Sci-Fi']",8.11,48076,#481
51948,Kuragehime,TV,11,Finished Airing,abc578,Brain's Base,B298,[],8.11,48177,#480
52059,Kamisama Hajimemashita,TV,13,Finished Airing,abc579,TMS Entertainment,B299,"['Comedy', 'Fantasy', 'Romance']",8.11,48278,#478
52170,One Piece Film: Z,Movie,1,Finished Airing,abc580,Toei Animation,B300,"['Action', 'Adventure', 'Fantasy']",8.12,48379,#477
52281,Kaze Tachinu,Movie,1,Finished Airing,abc581,Studio Ghibli,B301,"['Award Winning', 'Drama', 'Romance']",8.12,48480,#476
52392,Katekyou Hitman Reborn!,TV,203,Finished Airing,abc582,Artland,B302,"['Action', 'Comedy']",8.12,48581,#475
52503,Yi Nian Yong Heng: Chuan Cheng Pian,ONA,54,Finished Airing,abc583,B.CMAY PICTURES,B303,"['Action', 'Adventure', 'Fantasy']",8.12,48682,#473
52614,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,Movie,1,Finished Airing,abc584,Toei Animation,B304,"['Adventure', 'Drama', 'Sci-Fi']",8.13,48783,#464
52725,Hinamatsuri (TV),TV,12,Finished Airing,abc585,feel.,B305,"['Comedy', 'Supernatural']",8.13,48884,#463
52836,Given Movie 1,Movie,1,Finished Airing,abc586,Lerche,B306,"['Boys Love', 'Drama']",8.13,48985,#462
52947,Ginga Eiyuu Densetsu Gaiden,OVA,24,Finished Airing,abc587,K-Factory,B307,"['Action', 'Drama', 'Sci-Fi']",8.13,49086,#460
53058,Gankutsuou,TV,24,Finished Airing,abc588,Gonzo,B308,"['Award Winning', 'Drama', 'Mystery', 'Sci-Fi', 'Supernatural', 'Suspense']",8.13,49187,#459
53169,Cang Yuan Tu,ONA,26,Finished Airing,abc589,Shenman Entertainment,B309,"['Action', 'Adventure', 'Fantasy']",8.13,49288,#457
53280,Seirei no Moribito,TV,26,Finished Airing,abc590,Production I.G,B310,"['Action', 'Adventure', 'Fantasy']",8.13,49389,#471
53391,Ookami to Koushinryou: Merchant Meets the Wise Wolf,TV,25,Currently Airing,abc591,Passione,C1,"['Adventure', 'Drama', 'Fantasy', 'Romance']",8.13,49490,#461
53502,Nodame Cantabile: Paris-hen,TV,11,Finished Airing,abc592,J.C.Staff,C2,"['Comedy', 'Romance']",8.13,49591,#468
53613,Lupin III: Part 5,TV,24,Finished Airing,abc593,Telecom Animation Film,C3,"['Action', 'Adventure', 'Comedy', 'Mystery']",8.13,49692,#466
53724,Skip to Loafer,TV,12,Finished Airing,abc594,P.A. Works,C4,[],8.13,49793,#472
53835,Initial D Fifth Stage,TV,14,Finished Airing,abc595,SynergySP,C5,"['Action', 'Drama']",8.1,49894,#497
53946,Jigokuraku,TV,13,Finished Airing,abc596,MAPPA,C6,"['Action', 'Adventure', 'Fantasy']",8.1,49995,#508
54057,Hajime no Ippo: Boxer no Kobushi,Special,1,Finished Airing,abc597,Madhouse,C7,[],8.09,50096,#515
54168,Tsurune: Tsunagari no Issha,TV,13,Finished Airing,abc598,Kyoto Animation,C8,[],8.09,50197,#516
54279,Mirai Shounen Conan,TV,26,Finished Airing,abc599,Nippon Animation,C9,"['Adventure', 'Drama', 'Sci-Fi']",8.09,50298,#519
54390,Quanzhi Gaoshou: Dianfeng Rongyao,Movie,1,Finished Airing,abc600,Colored Pencil Animation,C10,[],8.08,50399,#525
54501,Ansatsu Kyoushitsu,TV,22,Finished Airing,abc601,Lerche,C11,"['Action', 'Comedy']",8.08,50500,#530
54612,Douluo Dalu II: Jueshi Tangmen,ONA,52,Currently Airing,abc602,Sparkly Key Animation Studio,C12,"['Action', 'Adventure', 'Fantasy']",8.08,50601,#533
54723,Shokugeki no Souma: Ni no Sara,TV,13,Finished Airing,abc603,J.C.Staff,C13,"['Gourmet', 'Ecchi']",8.08,50702,#527
54834,Spy x Family Season 2,TV,12,Finished Airing,abc604,Wit Studio,C14,"['Action', 'Comedy']",8.07,50803,#547
54945,City Hunter 2,TV,63,Finished Airing,abc605,Sunrise,C15,"['Action', 'Comedy', 'Mystery']",8.07,50904,#537
55056,Ginga Eiyuu Densetsu Gaiden (1999),OVA,28,Finished Airing,abc606,K-Factory,C16,"['Action', 'Drama', 'Sci-Fi']",8.06,51005,#550
55167,Haikyuu!! Movie 2: Shousha to Haisha,Movie,1,Finished Airing,abc607,Production I.G,C17,[],8.06,51106,#552
55278,Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,Movie,4,Finished Airing,abc608,Production I.G,C18,"['Drama', 'Sci-Fi']",8.06,51207,#551
55389,JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2,ONA,12,Finished Airing,abc609,David Production,C19,"['Action', 'Adventure', 'Supernatural']",8.07,51308,#542
55500,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,TV,10,Finished Airing,abc610,Ajia-do,C20,[],8.07,51409,#541
55611,Hikaru no Go,TV,75,Finished Airing,abc611,Pierrot,C21,"['Comedy', 'Drama', 'Supernatural']",8.07,51510,#540
55722,Girls & Panzer: Saishuushou Part 2,Movie,1,Finished Airing,abc612,Actas,C22,[],8.07,51611,#539
55833,Gintama: Dai Hanseikai,Special,1,Finished Airing,abc613,Sunrise,C23,"['Action', 'Comedy']",8.07,51712,#538
55944,Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,OVA,1,Finished Airing,abc614,Production I.G,C24,"['Action', 'Mystery', 'Sci-Fi', 'Suspense']",8.07,51813,#545
56055,Kimi wa Houkago Insomnia,TV,13,Finished Airing,abc615,LIDENFILMS,C25,[],8.07,51914,#544
56166,Kanata no Astra,TV,12,Finished Airing,abc616,Lerche,C26,"['Adventure', 'Award Winning', 'Mystery', 'Sci-Fi', 'Suspense']",8.07,52015,#543
56277,Skip Beat!,TV,25,Finished Airing,abc617,HAL Film Maker,C27,"['Comedy', 'Drama', 'Romance']",8.07,52116,#546
56388,Yuusha-Ou GaoGaiGar Final,OVA,8,Finished Airing,abc618,Sunrise,C28,"['Adventure', 'Drama', 'Sci-Fi']",8.08,52217,#529
56499,Uchouten Kazoku 2,TV,12,Finished Airing,abc619,P.A. Works,C29,"['Comedy', 'Drama', 'Fantasy']",8.08,52318,#528
56610,Gintama: Nanigoto mo Saisho ga Kanjin nanode Tashou Senobisuru Kurai ga Choudoyoi,Special,1,Finished Airing,abc620,Sunrise,C30,"['Action', 'Comedy', 'Sci-Fi']",8.08,52419,#536
56721,Ginga Eiyuu Densetsu: Arata naru Tatakai no Overture,Movie,1,Finished Airing,abc621,Kitty Film Mitaka Studio,C31,"['Action', 'Drama', 'Sci-Fi']",8.08,52520,#535
56832,Fumetsu no Anata e Season 2,TV,20,Finished Airing,abc622,Drive,C32,"['Adventure', 'Drama', 'Supernatural']",8.08,52621,#534
56943,Boku no Hero Academia 2nd Season,TV,25,Finished Airing,abc623,Bones,C33,[],8.08,52722,#532
57054,Baccano! Specials,Special,3,Finished Airing,abc624,Brain's Base,C34,"['Action', 'Mystery', 'Supernatural']",8.08,52823,#531
57165,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",TV,25,Finished Airing,abc625,C2C,C35,"['Action', 'Adventure', 'Fantasy']",8.08,52924,#526
57276,Overlord IV,TV,13,Finished Airing,abc626,Madhouse,C36,"['Action', 'Adventure', 'Fantasy']",8.08,53025,#524
57387,Kuroko no Basket Movie 4: Last Game,Movie,1,Finished Airing,abc627,Production I.G,C37,[],8.08,53126,#523
57498,Kidou Senshi Gundam 00 Second Season,TV,25,Finished Airing,abc628,Sunrise,C38,"['Action', 'Drama', 'Sci-Fi']",8.08,53227,#522
57609,Serial Experiments Lain,TV,13,Finished Airing,abc629,Triangle Staff,C39,"['Avant Garde', 'Award Winning', 'Drama', 'Mystery', 'Sci-Fi', 'Supernatural', 'Suspense']",8.09,53328,#521
57720,Precure All Stars Movie F,Movie,1,Finished Airing,abc630,Toei Animation,C40,"['Action', 'Fantasy']",8.09,53429,#520
57831,Kidou Senshi Gundam Unicorn,OVA,7,Finished Airing,abc631,Sunrise,C41,"['Action', 'Drama', 'Sci-Fi']",8.09,53530,#518
57942,Zankyou no Terror,TV,11,Finished Airing,abc632,MAPPA,C42,"['Mystery', 'Suspense']",8.09,53631,#513
58053,Tsukimonogatari,TV Special,4,Finished Airing,abc633,Shaft,C43,"['Comedy', 'Mystery', 'Supernatural', 'Ecchi']",8.09,53732,#515
58164,Tsubasa: Shunraiki,OVA,2,Finished Airing,abc634,Production I.G,C44,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']",8.09,53833,#510
58275,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,TV,12,Finished Airing,abc635,Ajia-do,C45,[],8.09,53934,#517
58386,Hidamari Sketch: Sae Hiro Sotsugyou-hen,OVA,2,Finished Airing,abc636,Shaft,C46,[],8.09,54035,#516
58497,Gin no Saji,TV,11,Finished Airing,abc637,A-1 Pictures,C47,[],8.09,54136,#514
58608,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,TV,24,Finished Airing,abc638,David Production,C48,"['Action', 'Adventure', 'Supernatural']",8.1,54237,#499
58719,Mahoutsukai no Yome,TV,24,Finished Airing,abc639,Wit Studio,C49,"['Drama', 'Fantasy', 'Romance']",8.06,54338,#557
58830,No Game No Life,TV,12,Finished Airing,abc640,Madhouse,C50,"['Comedy', 'Fantasy', 'Ecchi']",8.06,54439,#560
58941,Sakura-sou no Pet na Kanojo,TV,24,Finished Airing,abc641,J.C.Staff,C51,"['Drama', 'Romance']",8.06,54540,#562
59052,Kodomo no Omocha (TV),TV,102,Finished Airing,abc642,Gallop,C52,"['Comedy', 'Drama', 'Romance']",8.05,54641,#565
59163,Omoide no Marnie,Movie,1,Finished Airing,abc643,Studio Ghibli,C53,"['Drama', 'Mystery', 'Suspense']",8.05,54742,#569
59274,Angel Beats!,TV,13,Finished Airing,abc644,P.A. Works,C54,"['Drama', 'Supernatural']",8.05,54843,#574
59385,Darker than Black: Kuro no Keiyakusha,TV,25,Finished Airing,abc645,Bones,C55,"['Action', 'Mystery', 'Sci-Fi']",8.05,54944,#575
59496,BanG Dream! Movie: Episode of Roselia - II: Song I Am.,Movie,1,Finished Airing,abc646,SANZIGEN,C56,[],8.04,55045,#579
59607,Gosick,TV,24,Finished Airing,abc647,Bones,C57,"['Drama', 'Mystery', 'Romance']",8.04,55146,#591
59718,Mignon,ONA,12,Finished Airing,abc648,ABJ COMPANY,C58,"['Boys Love', 'Drama']",8.04,55247,#586
59829,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,OVA,1,Finished Airing,abc649,feel.,C59,"['Comedy', 'Romance']",8.03,55348,#594
59940,Tsuki ga Kirei,TV,12,Finished Airing,abc650,feel.,C60,[],8.04,55449,#590
60051,Haikyuu!! Movie 1: Owari to Hajimari,Movie,1,Finished Airing,abc651,Production I.G,C61,[],8.03,55550,#600
60162,FLCL,OVA,6,Finished Airing,abc652,Gainax,C62,"['Action', 'Avant Garde', 'Comedy', 'Sci-Fi', 'Suspense']",8.03,55651,#599
60273,Dennou Coil,TV,26,Finished Airing,abc653,Madhouse,C63,"['Adventure', 'Award Winning', 'Drama', 'Mystery', 'Sci-Fi']",8.03,55752,#598
60384,Black Lagoon,TV,12,Finished Airing,abc654,Madhouse,C64,[],8.03,55853,#597
60495,Azumanga Daiou The Animation,TV,26,Finished Airing,abc655,J.C.Staff,C65,[],8.03,55954,#596
60606,Akatsuki no Yona,TV,24,Finished Airing,abc656,Pierrot,C66,"['Action', 'Adventure', 'Fantasy', 'Romance']",8.03,56055,#595
60717,xxxHOLiC Shunmuki,OVA,2,Finished Airing,abc657,Production I.G,C67,"['Comedy', 'Drama', 'Mystery', 'Supernatural']",8.03,56156,#593
60828,Tonikaku Kawaii: SNS,OVA,1,Finished Airing,abc658,Seven Arcs,C68,"['Comedy', 'Romance']",8.03,56257,#592
60939,Tunshi Xingkong,ONA,26,Finished Airing,abc659,Sparkly Key Animation Studio,C69,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",8.04,56358,#591
61050,Shijou Saikyou no Deshi Kenichi,TV,50,Finished Airing,abc660,TMS Entertainment,C70,"['Action', 'Comedy']",8.04,56459,#589
61161,Persona 3 the Movie 4: Winter of Rebirth,Movie,1,Finished Airing,abc661,A-1 Pictures,C71,"['Action', 'Fantasy', 'Supernatural']",8.04,56560,#588
61272,Paprika,Movie,1,Finished Airing,abc662,Madhouse,C72,"['Avant Garde', 'Award Winning', 'Fantasy', 'Mystery', 'Sci-Fi', 'Suspense']",8.04,56661,#587
61383,Mairimashita! Iruma-kun 2nd Season,TV,21,Finished Airing,abc663,Bandai Namco Pictures,C73,"['Comedy', 'Fantasy']",8.04,56762,#585
61494,Karakai Jouzu no Takagi-san 2,TV,12,Finished Airing,abc664,Shin-Ei Animation,C74,[],8.04,56863,#584
61605,Golden Boy,OVA,6,Finished Airing,abc665,APPP,C75,"['Adventure', 'Comedy', 'Ecchi']",8.04,56964,#582
61716,Glass no Kamen (2005),TV,51,Finished Airing,abc666,Tokyo Movie Shinsha,C76,"['Drama', 'Romance']",8.04,57065,#581
61827,Fate/stay night: Unlimited Blade Works Prologue,TV Special,1,Finished Airing,abc667,ufotable,C77,"['Action', 'Fantasy', 'Supernatural']",8.04,57166,#580
61938,5-toubun no Hanayome ∬,TV,12,Finished Airing,abc668,Bibury Animation Studios,C78,"['Comedy', 'Romance']",8.04,57267,#578
62049,Durarara!!x2 Ketsu,TV,12,Finished Airing,abc669,Shuka,C79,"['Action', 'Mystery', 'Supernatural']",8.05,57368,#577
62160,Dorohedoro,TV,12,Finished Airing,abc670,MAPPA,C80,"['Action', 'Comedy', 'Fantasy', 'Horror']",8.05,57469,#576
62271,Yuanshen: Jinzhong Ge,ONA,1,Finished Airing,abc671,add some,C81,"['Action', 'Drama', 'Fantasy']",8.05,57570,#573
62382,Yowamushi Pedal: Grande Road,TV,24,Finished Airing,abc672,TMS Entertainment,C82,[],8.05,57671,#572
62493,World Trigger 2nd Season,TV,12,Finished Airing,abc673,Toei Animation,C83,"['Action', 'Sci-Fi']",8.05,57772,#571
62604,Saint Seiya: Meiou Hades Juuni Kyuu-hen,OVA,13,Finished Airing,abc674,Toei Animation,C84,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",8.05,57873,#570
62715,Meitantei Conan Movie 25: Halloween no Hanayome,Movie,1,Finished Airing,abc675,TMS Entertainment,C85,"['Action', 'Mystery']",8.05,57974,#568
62826,Kuroko no Basket,TV,25,Finished Airing,abc676,Production I.G,C86,[],8.05,58075,#567
62937,Koukyoushihen Eureka Seven,TV,50,Finished Airing,abc677,Bones,C87,"['Action', 'Adventure', 'Drama', 'Romance', 'Sci-Fi']",8.05,58176,#566
63048,Kidou Senshi Gundam: Tekketsu no Orphans,TV,25,Finished Airing,abc678,Sunrise,C88,"['Action', 'Drama', 'Sci-Fi']",8.05,58277,#564
63159,Kamisama Hajimemashita OVA,OVA,2,Finished Airing,abc679,TMS Entertainment,C89,"['Comedy', 'Fantasy', 'Romance']",8.05,58378,#563
63270,One Piece Film: Strong World,Movie,1,Finished Airing,abc680,Toei Animation,C90,"['Action', 'Adventure', 'Fantasy']",8.06,58479,#561
63381,Meitantei Conan Movie 18: Ijigen no Sniper,Movie,1,Finished Airing,abc681,TMS Entertainment,C91,"['Action', 'Mystery']",8.06,58580,#559
63492,Meitantei Conan Movie 08: Ginyoku no Magician,Movie,1,Finished Airing,abc682,TMS Entertainment,C92,"['Adventure', 'Comedy', 'Mystery']",8.06,58681,#558
63603,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,OVA,1,Finished Airing,abc683,Studio Deen,C93,"['Adventure', 'Comedy', 'Fantasy']",8.02,58782,#609
63714,Wan Sheng Jie 2,ONA,12,Finished Airing,abc684,Fenz,C94,"['Comedy', 'Fantasy']",8.02,58883,#612
63825,Full Metal Panic? Fumoffu,TV,12,Finished Airing,abc685,Kyoto Animation,C95,"['Action', 'Comedy']",8.02,58984,#616
63936,Boku no Hero Academia 3rd Season,TV,25,Finished Airing,abc686,Bones,C96,[],8.01,59085,#620
64047,Pui Pui Molcar,TV,12,Finished Airing,abc687,Shin-Ei Animation,C97,[],8.01,59186,#625
64158,Slayers Next,TV,26,Finished Airing,abc688,E&G Films,C98,"['Action', 'Adventure', 'Comedy', 'Fantasy']",8.01,59287,#629
64269,Wan Sheng Jie 3,ONA,12,Finished Airing,abc689,Fenz,C99,"['Comedy', 'Fantasy']",8.01,59388,#632
64380,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,TV,13,Finished Airing,abc690,Brain's Base,C100,"['Comedy', 'Romance']",8,59489,#635
64491,Kara no Kyoukai Movie: Mirai Fukuin,Movie,1,Finished Airing,abc691,ufotable,C101,"['Drama', 'Mystery', 'Supernatural']",8,59590,#641
64602,Naruto,TV,220,Finished Airing,abc692,Pierrot,C102,"['Action', 'Adventure', 'Fantasy']",8,59691,#644
64713,Kimi ni Todoke 2nd Season,TV,12,Finished Airing,abc693,Production I.G,C103,"['Drama', 'Romance']",7.99,59792,#648
64824,Shokugeki no Souma: San no Sara,TV,12,Finished Airing,abc694,J.C.Staff,C104,"['Gourmet', 'Ecchi']",7.99,59893,#650
64935,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,OVA,1,Finished Airing,abc695,Production I.G,C105,"['Action', 'Sci-Fi']",7.99,59994,#649
65046,Kidou Keisatsu Patlabor 2 the Movie,Movie,1,Finished Airing,abc696,Production I.G,C106,"['Action', 'Award Winning', 'Drama', 'Mystery', 'Sci-Fi']",7.99,60095,#647
65157,Kami nomi zo Shiru Sekai: Megami-hen,TV,12,Finished Airing,abc697,Manglobe,C107,"['Comedy', 'Romance', 'Supernatural']",7.99,60196,#646
65268,Romantic Killer,ONA,12,Finished Airing,abc698,domerica,C108,"['Comedy', 'Romance', 'Supernatural']",8,60297,#645
65379,Meitantei Conan Movie 15: Chinmoku no Quarter,Movie,1,Finished Airing,abc699,TMS Entertainment,C109,"['Adventure', 'Comedy', 'Mystery']",8,60398,#643
65490,Kidou Senshi Gundam: Dai 08 MS Shoutai,OVA,12,Finished Airing,abc700,Sunrise,C110,"['Action', 'Adventure', 'Drama', 'Romance', 'Sci-Fi']",8,60499,#642
65601,Kaichou wa Maid-sama!,TV,26,Finished Airing,abc701,J.C.Staff,C111,"['Comedy', 'Romance']",8,60600,#640
65712,Fullmetal Alchemist: Brotherhood Specials,Special,4,Finished Airing,abc702,Bones,C112,"['Action', 'Adventure', 'Drama', 'Fantasy']",8,60701,#639
65823,Eve no Jikan,ONA,6,Finished Airing,abc703,Studio Rikka,C113,"['Sci-Fi', 'Slice of Life']",8,60802,#638
65934,Evangelion Movie 1: Jo,Movie,1,Finished Airing,abc704,Khara,C114,"['Action', 'Award Winning', 'Drama', 'Sci-Fi', 'Suspense']",8,60903,#637
66045,Zombieland Saga Revenge,TV,12,Finished Airing,abc705,MAPPA,C115,"['Comedy', 'Supernatural']",8,61004,#636
66156,Tsumiki no Ie,Movie,1,Finished Airing,abc706,Oh! Production,C116,"['Award Winning', 'Drama']",8,61105,#634
66267,Tokyo Magnitude 8.0,TV,11,Finished Airing,abc707,Bones,C117,"['Award Winning', 'Drama']",8,61206,#633
66378,Toaru Kagaku no Railgun S,TV,24,Finished Airing,abc708,J.C.Staff,C118,"['Action', 'Fantasy', 'Sci-Fi']",8.01,61307,#631
66489,Tensei shitara Slime Datta Ken 3rd Season,TV,24,Currently Airing,abc709,8bit,C119,"['Action', 'Adventure', 'Comedy', 'Fantasy']",8.01,61408,#630
66600,SK∞,TV,12,Finished Airing,abc710,Bones,C120,[],8.01,61509,#628
66711,Shadows House 2nd Season,TV,12,Finished Airing,abc711,CloverWorks,C121,"['Fantasy', 'Mystery']",8.01,61610,#627
66822,Saiunkoku Monogatari 2nd Season,TV,39,Finished Airing,abc712,Madhouse,C122,"['Adventure', 'Fantasy', 'Romance']",8.01,61711,#626
66933,Magi: The Labyrinth of Magic,TV,25,Finished Airing,abc713,A-1 Pictures,C123,"['Action', 'Adventure', 'Fantasy']",8.01,61812,#624
67044,Kimi ni Todoke,TV,25,Finished Airing,abc714,Production I.G,C124,"['Drama', 'Romance']",8.01,61913,#623
67155,Hibike! Euphonium,TV,13,Finished Airing,abc715,Kyoto Animation,C125,[],8.01,62014,#622
67266,D.Gray-man,TV,103,Finished Airing,abc716,TMS Entertainment,C126,"['Action', 'Adventure', 'Fantasy']",8.01,62115,#621
67377,BanG Dream! 3rd Season,TV,13,Finished Airing,abc717,SANZIGEN,C127,[],8.01,62216,#619
67488,Baby Steps 2nd Season,TV,25,Finished Airing,abc718,Pierrot,C128,[],8.01,62317,#618
67599,Ginga Nagareboshi Gin,TV,21,Finished Airing,abc719,Toei Animation,C129,"['Action', 'Adventure', 'Drama']",8.02,62418,#617
67710,Date A Live V,TV,12,Currently Airing,abc720,Geek Toys,C130,"['Action', 'Fantasy', 'Romance', 'Sci-Fi']",8.02,62519,#615
67821,Black Lagoon: Roberta's Blood Trail,OVA,5,Finished Airing,abc721,Madhouse,C131,[],8.02,62620,#614
67932,Black Clover: Mahou Tei no Ken,Movie,1,Finished Airing,abc722,Pierrot,C132,"['Action', 'Comedy', 'Fantasy']",8.02,62721,#613
68043,Summer Wars,Movie,1,Finished Airing,abc723,Madhouse,C133,"['Award Winning', 'Comedy', 'Sci-Fi']",8.02,62822,#611
68154,Omae Umasou da na,Movie,1,Finished Airing,abc724,Ajia-do,C134,"['Action', 'Adventure', 'Fantasy']",8.02,62923,#610
68265,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 3rd Season,TV,13,Finished Airing,abc725,Lerche,C135,"['Drama', 'Suspense']",7.99,63024,#652
68376,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,Movie,1,Finished Airing,abc726,Studio Gokumi,C136,"['Drama', 'Fantasy']",7.99,63125,#653
68487,Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,Movie,1,Finished Airing,abc727,ufotable,C137,"['Action', 'Drama', 'Mystery', 'Supernatural', 'Suspense']",8.02,63226,#608
68598,Wolf's Rain OVA,OVA,4,Finished Airing,abc728,Bones,C138,"['Adventure', 'Drama', 'Sci-Fi', 'Supernatural']",7.99,63327,#651
68709,xxxHOLiC,TV,24,Finished Airing,abc729,Production I.G,C139,"['Comedy', 'Drama', 'Mystery', 'Supernatural']",7.98,63428,#671
68820,Niehime to Kemono no Ou,TV,24,Finished Airing,abc730,J.C.Staff,C140,"['Fantasy', 'Romance']",7.98,63529,#667
68931,Aria the Benedizione,Movie,1,Finished Airing,abc731,J.C.Staff,C141,"['Fantasy', 'Sci-Fi', 'Slice of Life']",7.98,63630,#660
69042,Durarara!!x2 Ten,TV,12,Finished Airing,abc732,Shuka,C142,"['Action', 'Mystery', 'Supernatural']",7.97,63731,#679
69153,Wan Sheng Jie,ONA,12,Finished Airing,abc733,Fenz,C143,"['Comedy', 'Fantasy']",7.97,63832,#674
69264,Koukaku Kidoutai 2.0,Movie,1,Finished Airing,abc734,Production I.G,C144,"['Action', 'Sci-Fi']",7.97,63933,#683
69375,Hanada Shounen-shi,TV,25,Finished Airing,abc735,Madhouse,C145,"['Comedy', 'Drama', 'Slice of Life', 'Supernatural']",7.98,64034,#663
69486,Ookiku Furikabutte: Natsu no Taikai-hen,TV,13,Finished Airing,abc736,A-1 Pictures,C146,[],7.96,64135,#688
69597,ReLIFE,TV,13,Finished Airing,abc737,TMS Entertainment,C147,"['Drama', 'Romance']",7.96,64236,#689
